search_term,status,campaign_name,ad_group_name,impressions,clicks,ctr,cost,conversions,cost_per_conversion
como prepararse para una colonoscopia y endoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
como realizar una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
como saber si el colon está limpio para una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
como se ase una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
como se llama el estudio de colon,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
como se llama el estudio del colon,NONE,Colonoscopia,Colonoscopy - Core,3,0,0,0.0,0,
como se llama el estudio para ver el colon,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
como te anestesian para una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
como te hacen una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
consecuencias de una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
cuales son las indicaciones para una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
cuando hacer una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
cuando hacerse una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
cuantas horas de ayuno para colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
cuanto dura el estudio de colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
cuanto dura la colonoscopia y endoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
cuanto dura una endoscopia y colonoscopia juntas,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
cuanto tarda el procedimiento de una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
cuanto tarda en hacerse una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
cuanto tarda la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
cuanto tarda una biopsia de colon,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
cuanto tarda una colonoscopia con anestesia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
cuanto tarda una colonoscopia en hacerse,NONE,Colonoscopia,Colonoscopy - Core,4,0,0,0.0,0,
cuanto tarda una colonoscopia sin sedación,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
cuanto tardan en hacer una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
cuanto tiempo de ayuno para una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
cuanto tiempo dura una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
cuanto tiempo tarda la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
cuanto tiempo tarda un estudio de colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
cuidados de colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
cuidados previos a una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
cuál es el procedimiento de una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,4,0,0,0.0,0,
cuál es la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
cuánto dura una colonoscopia y endoscopia con sedación,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
cuánto tarda una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,7,0,0,0.0,0,
cuánto tarda una colonoscopia en hacerse,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
cuánto tardan los resultados de una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
cuántos días hay que hacer dieta para una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
cómo es el estudio de la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,3,0,0,0.0,0,
cómo es una colonoscopia con sedación,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
cómo hacen la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
cómo prepararse para una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,4,0,0,0.0,0,
cómo se hace el estudio de colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
cómo se hace el examen colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
cómo se hace el examen de colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
cómo se llama el estudio de los intestinos,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
cómo se practica la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
cómo se realiza la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
diferencia entre colonoscopia y endoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
diferencia entre endoscopia y colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,4,0,0,0.0,0,
diferencia entre una endoscopia y una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
diverticulitis colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
diverticulitis en colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
doctor especialista en colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
donde hacen colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,3,0,0,0.0,0,
donde hacen el estudio de colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
donde hacen la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,3,0,0,0.0,0,
donde hacerse una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
donde me puedo hacer una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
donde puedo realizarme una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
donde realizan colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,4,0,0,0.0,0,
duele la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,4,0,0,0.0,0,
duele una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
dónde me puedo hacer una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
efectos de la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
efectos secundarios de la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
el imss hace colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,3,0,0,0.0,0,
en la colonoscopia que se puede detectar,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
en que consiste una colonoscopia con sedacion,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
en qué consiste una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,3,0,0,0.0,0,
endocolonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
endoscopia baja y colonoscopia es lo mismo,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
endoscopia colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
endoscopia colonoscopia duele,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
endoscopia de colon como se realiza,NONE,Colonoscopia,Colonoscopy - Core,4,0,0,0.0,0,
endoscopia es lo mismo que colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
endoscopia o colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
endoscopia por el ano,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
endoscopia vs colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
endoscopia y colonoscopia cerca de mi,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
endoscopia y colonoscopia diferencias,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
endoscopia y colonoscopia riesgos,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
es colonoscopia o colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
es dolorosa la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
es doloroso la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
es lo mismo colonoscopia que endoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
es lo mismo endoscopia y colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
es peligroso la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
especialista colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
estudio de camara por el recto,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
estudio de la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
estudio de los intestinos como se llama,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
estudio del intestino como se llama,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
estudio para el colon,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
estudio para el intestino,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
estudio para revisar el colon,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
estudio para ver el colon,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
estudio para ver el intestino,NONE,Colonoscopia,Colonoscopy - Core,4,0,0,0.0,0,
estudio por el ano,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
estudio por el ano como se llama,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
estudio videocolonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
estudios colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
estudios de colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,10,0,0,0.0,0,
examen de colon,NONE,Colonoscopia,Colonoscopy - Core,5,0,0,0.0,0,
examen de colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,4,0,0,0.0,0,
examen de colonoscopia como se realiza,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
examen del colon,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
examen para el colon,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
examen para el colon como se llama,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
examen para ver el colon,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
examenes del colon,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
gastrocolonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
hasta donde llega la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
hay colonoscopia en salud digna,NONE,Colonoscopia,Colonoscopy - Core,4,0,0,0.0,0,
ileon terminal colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
indicaciones antes de una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
indicaciones colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
indicaciones de una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
indicaciones para colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,3,0,0,0.0,0,
intestino irritable colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
k es la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
kolonoskopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
la colonoscopia cada cuanto se hace,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
la colonoscopia duele,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
la colonoscopia duele despues,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
la colonoscopia es ambulatoria,NONE,Colonoscopia,Colonoscopy - Core,4,0,0,0.0,0,
la colonoscopia es con anestesia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
la colonoscopia es dolorosa,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
la colonoscopia es peligrosa,NONE,Colonoscopia,Colonoscopy - Core,4,0,0,0.0,0,
la colonoscopia es por el ano,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
la colonoscopia por donde se hace,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
la colonoscopia que detecta,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
la colonoscopia se hace en quirofano,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
la endoscopia y colonoscopia se hacen juntas,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
laboratorios que hagan colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
limpieza intestinal colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
macrogol colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
medicamento preparacion colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
noscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
nuevo método de colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
operacion colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
operacion de colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
pancolonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
panendo colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,3,0,0,0.0,0,
panendoscopia y colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
papanicolaou y colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
para q se hace una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
para que es la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,3,0,0,0.0,0,
para que es la colonoscopia en mujeres,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
para que se hace la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
para que se realiza una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
para que sirve la colonoscopia y endoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
para que son las colonoscopias,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
para qué es una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
para qué se hace la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
por que se hace una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
por qué se hace la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
porque hacerse una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
porque se hace una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
porque se realiza la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,3,0,0,0.0,0,
posibles complicaciones de la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
preparacion colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,5,0,0,0.0,0,
preparacion de una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
preparacion intestinal colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
preparacion para una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
preparaciones para colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,3,0,0,0.0,0,
preparación de colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
preparación para colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,4,0,0,0.0,0,
preparación para colonoscopia con sedación,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
preparación para colonoscopia laxante,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
preparación para colonoscopia por la mañana,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
preparación para una colonoscopia con sedación,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
preparativo para una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
preparação para colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
procedimiento antes de una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
procedimiento de colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,3,0,0,0.0,0,
procedimiento de la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,7,0,0,0.0,0,
procedimiento de una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
proceso colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
proceso de colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,3,0,0,0.0,0,
protocolo colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
prueba de colon,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
prueba de colonoscopia dieta,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
que colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
que detecta la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,4,0,0,0.0,0,
que detecta una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,3,0,0,0.0,0,
que diferencia hay entre colonoscopia y endoscopia,NONE,Colonoscopia,Colonoscopy - Core,4,0,0,0.0,0,
que doctor hace colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
que doctor hace la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,3,0,0,0.0,0,
que enfermedades detecta la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,7,0,0,0.0,0,
que es colonoscopia completa,NONE,Colonoscopia,Colonoscopy - Core,3,0,0,0.0,0,
que es colonoscopia en mujeres,NONE,Colonoscopia,Colonoscopy - Core,4,0,0,0.0,0,
que es colonoscopia virtual,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
que es colonoscopia y endoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
que es endoscopia y colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
que es la prueba del colon,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
que es una colonoscopia con biopsia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
que es una colonoscopia en mujeres,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
que es una colonoscopia virtual,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
que es una colonoscopia y endoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
que es una endoscopia de colon,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
que es una endoscopia y colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,9,0,0,0.0,0,
que especialidad hace colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
que especialista hace colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
que especialista hace la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,4,0,0,0.0,0,
que especialista realiza la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
que estudio se hace para checar el colon,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
que estudio se hace para ver el colon,NONE,Colonoscopia,Colonoscopy - Core,4,0,0,0.0,0,
que estudio se hace para ver los intestinos,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
que hacer antes de una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
que médico realiza la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
que preparacion hay que hacer para una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
que riesgos tiene una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
que se hace en una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
que se puede encontrar en una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
que se toma antes de una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
que se ve en una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
que significa colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
que tiempo dura una colonoscopia y endoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
que tipo de procedimiento es una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
quien hace colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,4,0,0,0.0,0,
quien realiza las colonoscopias,NONE,Colonoscopia,Colonoscopy - Core,3,0,0,0.0,0,
quien realiza una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
quien te hace la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
qué es mejor una colonoscopia o una endoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
qué es una endoscopia y una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
recomendaciones antes de una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
rectoscopia y colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
rectosigmoidoscopia y colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
requisitos para hacer una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
requisitos para una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
resultados de una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
revisión colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
riesgos de colonoscopia con sedación,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
riesgos de la colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,3,0,0,0.0,0,
riesgos de la colonoscopia en ancianos,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
riesgos de una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
salud digna colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,5,0,0,0.0,0,
salud digna hacen colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,7,0,0,0.0,0,
se puede hacer colonoscopia con hemorroides,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
se puede hacer colonoscopia sin anestesia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
se puede hacer colonoscopia y endoscopia juntas,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
se puede hacer endoscopia y colonoscopia al mismo tiempo,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
se puede hacer la colonoscopia con el periodo,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
se puede hacer una colonoscopia sin anestesia,NONE,Colonoscopia,Colonoscopy - Core,3,0,0,0.0,0,
se puede hacer una colonoscopia sin sedación,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
se puede hacer una endoscopia y colonoscopia el mismo día,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
se puede hacer una endoscopia y colonoscopia juntas,NONE,Colonoscopia,Colonoscopy - Core,7,0,0,0.0,0,
se puede realizar endoscopia y colonoscopia al mismo tiempo,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
se puede realizar una endoscopia y colonoscopia al mismo tiempo,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
sedacion cuanto dura una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
sedación para colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
si me van a hacer una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
sigmoidoscopia y colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
significado de colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
tamizaje colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
tiempo de recuperación de una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
tiempo duración colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,3,0,0,0.0,0,
tipos de anestesia para colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
tipos de colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
video de una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
what is a colonoscopy,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia precio chopo,NONE,Colon Max Conversions,Colonoscopy - Pricing,2,0,0,0.0,0,
colonoscopia precio en salud digna,NONE,Colon Max Conversions,Colonoscopy - Pricing,2,0,0,0.0,0,
colonoscopia precio mexico,NONE,Colon Max Conversions,Colonoscopy - Pricing,2,0,0,0.0,0,
colonoscopia precio similares,NONE,Colon Max Conversions,Colonoscopy - Pricing,2,0,0,0.0,0,
costo colonoscopia,ADDED,Colon Max Conversions,Colonoscopy - Pricing,4,0,0,0.0,0,
costo de colonoscopia en salud digna,NONE,Colon Max Conversions,Colonoscopy - Pricing,2,0,0,0.0,0,
costo de estudio colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Pricing,2,0,0,0.0,0,
costo de una colonoscopia en el chopo,NONE,Colon Max Conversions,Colonoscopy - Pricing,1,0,0,0.0,0,
costo de una colonoscopia en mexico,NONE,Colon Max Conversions,Colonoscopy - Pricing,1,0,0,0.0,0,
costos colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Pricing,2,0,0,0.0,0,
cuanto vale una colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Pricing,1,0,0,0.0,0,
cuánto cuesta un estudio de colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Pricing,4,0,0,0.0,0,
cuánto sale una colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Pricing,2,0,0,0.0,0,
